,Date,Max Temp,Station ID,Station Location
240,2018-08-29,78.0,GHCND:USW00023174,Los Angeles International Airport
241,2018-08-30,78.0,GHCND:USW00023174,Los Angeles International Airport
242,2018-08-31,77.0,GHCND:USW00023174,Los Angeles International Airport
243,2018-09-01,79.0,GHCND:USW00023174,Los Angeles International Airport
244,2018-09-02,77.0,GHCND:USW00023174,Los Angeles International Airport
245,2018-09-03,77.0,GHCND:USW00023174,Los Angeles International Airport
246,2018-09-04,71.0,GHCND:USW00023174,Los Angeles International Airport
247,2018-09-05,74.0,GHCND:USW00023174,Los Angeles International Airport
248,2018-09-06,73.0,GHCND:USW00023174,Los Angeles International Airport
249,2018-09-07,74.0,GHCND:USW00023174,Los Angeles International Airport
250,2018-09-08,74.0,GHCND:USW00023174,Los Angeles International Airport
251,2018-09-09,82.0,GHCND:USW00023174,Los Angeles International Airport
252,2018-09-10,77.0,GHCND:USW00023174,Los Angeles International Airport
253,2018-09-11,77.0,GHCND:USW00023174,Los Angeles International Airport
254,2018-09-12,77.0,GHCND:USW00023174,Los Angeles International Airport
255,2018-09-13,77.0,GHCND:USW00023174,Los Angeles International Airport
256,2018-09-14,81.0,GHCND:USW00023174,Los Angeles International Airport
257,2018-09-15,80.0,GHCND:USW00023174,Los Angeles International Airport
258,2018-09-16,79.0,GHCND:USW00023174,Los Angeles International Airport
259,2018-09-17,79.0,GHCND:USW00023174,Los Angeles International Airport
260,2018-09-18,78.0,GHCND:USW00023174,Los Angeles International Airport
261,2018-09-19,74.0,GHCND:USW00023174,Los Angeles International Airport
262,2018-09-20,77.0,GHCND:USW00023174,Los Angeles International Airport
263,2018-09-21,74.0,GHCND:USW00023174,Los Angeles International Airport
264,2018-09-22,74.0,GHCND:USW00023174,Los Angeles International Airport
265,2018-09-23,73.0,GHCND:USW00023174,Los Angeles International Airport
266,2018-09-24,73.0,GHCND:USW00023174,Los Angeles International Airport
267,2018-09-25,71.0,GHCND:USW00023174,Los Angeles International Airport
268,2018-09-26,71.0,GHCND:USW00023174,Los Angeles International Airport
269,2018-09-27,71.0,GHCND:USW00023174,Los Angeles International Airport
270,2018-09-28,74.0,GHCND:USW00023174,Los Angeles International Airport
271,2018-09-29,76.0,GHCND:USW00023174,Los Angeles International Airport
272,2018-09-30,76.0,GHCND:USW00023174,Los Angeles International Airport
273,2018-10-01,83.0,GHCND:USW00023174,Los Angeles International Airport
274,2018-10-02,76.0,GHCND:USW00023174,Los Angeles International Airport
275,2018-10-03,77.0,GHCND:USW00023174,Los Angeles International Airport
276,2018-10-04,75.0,GHCND:USW00023174,Los Angeles International Airport
277,2018-10-05,73.0,GHCND:USW00023174,Los Angeles International Airport
278,2018-10-06,75.0,GHCND:USW00023174,Los Angeles International Airport
279,2018-10-07,74.0,GHCND:USW00023174,Los Angeles International Airport
280,2018-10-08,73.0,GHCND:USW00023174,Los Angeles International Airport
281,2018-10-09,74.0,GHCND:USW00023174,Los Angeles International Airport
282,2018-10-10,72.0,GHCND:USW00023174,Los Angeles International Airport
283,2018-10-11,73.0,GHCND:USW00023174,Los Angeles International Airport
284,2018-10-12,74.0,GHCND:USW00023174,Los Angeles International Airport
285,2018-10-13,69.0,GHCND:USW00023174,Los Angeles International Airport
286,2018-10-14,71.0,GHCND:USW00023174,Los Angeles International Airport
